Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M000763,David,Hernandez,M,1975-07-26,45-54,Gen X,0864370473,98277293-8974,4961,2025-10-12
M000764,Margaret,Jones,F,2001-01-06,25-34,Gen Z,0828134687,11862394-4126,1833,2021-12-07
M000765,James,Davis,M,1965-01-05,55+,Gen X,0897206603,42451191-8139,8824,2022-02-10
M000766,Linda,Davis,F,1979-03-06,45-54,Gen X,0825630838,32294301-3497,7295,2024-08-01
M000767,Nancy,Brown,F,1993-10-14,25-34,Millennial,0886427662,62577566-1834,5469,2021-02-21
M000768,Jessica,Anderson,F,1974-05-26,45-54,Gen X,0889972230,84397493-5764,606,2024-07-16
M000769,Patricia,Lopez,F,2002-06-14,18-24,Gen Z,0812552775,66640491-6174,9064,2021-05-21
M000770,Sarah,Johnson,F,1974-05-04,45-54,Gen X,0896728786,56541891-8345,7147,2021-03-10
M000771,Thomas,Garcia,M,1977-11-19,45-54,Gen X,0878133743,39487949-6556,9864,2024-03-10
M000772,Jessica,Anderson,F,1962-04-21,55+,Boomer,0858352683,73394367-3654,3394,2023-12-24
M000773,Matthew,Davis,M,1997-12-14,25-34,Gen Z,0836774319,30980122-9063,1653,2024-08-10
M000774,James,Rodriguez,M,2003-03-02,18-24,Gen Z,0858155542,45005058-6849,2598,2022-09-02
M000775,William,Miller,M,1998-04-30,25-34,Gen Z,0840425851,26198473-4671,7968,2023-06-26
M000776,Margaret,Smith,F,1970-11-03,55+,Gen X,0830290817,79174131-2706,826,2024-08-27
M000777,Michael,Wilson,M,1966-05-12,55+,Gen X,0823672496,85493830-1687,8311,2021-03-21
M000778,James,Garcia,M,1995-10-15,25-34,Millennial,0869259530,77900294-9165,1626,2022-11-12
M000779,Linda,Johnson,F,1993-08-01,25-34,Millennial,0865800998,10884169-5019,7760,2023-05-17
M000780,Michael,Jones,M,1982-08-16,35-44,Millennial,0858404738,94482060-5021,2483,2025-07-26
M000781,David,Wilson,M,1978-08-18,45-54,Gen X,0864936566,71572793-9456,5927,2021-08-05
M000782,Anthony,Wilson,M,1973-02-11,45-54,Gen X,0821378739,55406344-6157,6580,2022-07-02
M000783,Margaret,Smith,F,1963-04-27,55+,Boomer,0830260447,87115770-1947,8516,2023-07-13
M000784,Betty,Lopez,F,1985-09-20,35-44,Millennial,0811060619,47551535-9647,10000,2022-12-13
M000785,Lisa,Brown,F,1971-05-04,45-54,Gen X,0892971716,97514936-8244,5656,2024-04-10
M000786,John,Rodriguez,M,1984-08-28,35-44,Millennial,0826912191,79856260-9860,4651,2022-02-17
M000787,Karen,Garcia,F,1965-12-29,55+,Gen X,0813143613,13743496-9846,9707,2023-04-27
M000788,Betty,Miller,F,1974-01-21,45-54,Gen X,0818045780,60060376-5255,8314,2023-02-02
M000789,Thomas,Jones,M,1970-03-17,55+,Gen X,0870820382,55497164-4868,9528,2025-12-21
M000790,William,Jones,M,1987-04-08,35-44,Millennial,0886875315,28786655-7187,8514,2022-02-11
M000791,Mark,Garcia,M,1977-01-26,45-54,Gen X,0829670044,67135430-7751,1342,2021-01-14
M000792,Thomas,Brown,M,1978-02-06,45-54,Gen X,0859565830,80632831-7598,9637,2025-09-25
M000793,Elizabeth,Martinez,F,1974-04-27,45-54,Gen X,0866830764,69066531-9020,6830,2022-03-17
M000794,Thomas,Lopez,M,1977-01-10,45-54,Gen X,0878878589,81020117-2934,3483,2024-08-02
M000795,Christopher,Garcia,M,1998-05-08,25-34,Gen Z,0864844029,24809069-2980,6055,2025-05-02
M000796,Michael,Garcia,M,1986-09-05,35-44,Millennial,0850702879,49457501-8961,458,2022-03-26
M000797,Mary,Jones,F,1987-11-25,35-44,Millennial,0834572196,75604774-1034,2004,2025-06-03
M000798,Richard,Davis,M,1969-10-12,55+,Gen X,0885935555,70716667-6534,6181,2024-12-27
M000799,Mark,Williams,M,1973-04-27,45-54,Gen X,0871865804,70388500-8357,2440,2023-02-26
M000800,Jessica,Brown,F,1980-09-24,45-54,Gen X,0882611046,16149817-8259,4544,2021-03-23
M000801,Daniel,Hernandez,M,1960-10-14,55+,Boomer,0885302098,96591866-3028,9164,2021-04-20
M000802,Daniel,Rodriguez,M,1993-07-13,25-34,Millennial,0877463037,12505049-2970,8713,2022-01-09
M000803,James,Anderson,M,1960-05-29,55+,Boomer,0869623470,21361254-9741,9942,2023-07-19
M000804,Thomas,Anderson,M,2004-09-17,18-24,Gen Z,0868655485,34227374-7798,394,2025-06-13
M000805,Jennifer,Johnson,F,1999-06-08,25-34,Gen Z,0832569515,48299260-3359,2992,2023-02-05
M000806,Jessica,Hernandez,F,1996-02-11,25-34,Millennial,0892473495,53659778-3973,445,2021-05-13
M000807,William,Williams,M,1979-10-03,45-54,Gen X,0844619354,60400522-2981,849,2022-04-25
M000808,Thomas,Rodriguez,M,1973-09-02,45-54,Gen X,0825445960,46143160-1993,5215,2024-09-14
M000809,Thomas,Smith,M,1979-04-27,45-54,Gen X,0841372112,12499514-5409,9077,2025-11-04
M000810,Mark,Rodriguez,M,1965-01-15,55+,Gen X,0850884443,86268638-7664,7306,2021-11-17
M000811,Mark,Williams,M,1982-06-13,35-44,Millennial,0832573855,42905017-9806,6942,2025-08-02
M000812,Thomas,Anderson,M,1966-10-23,55+,Gen X,0897652074,32465588-1008,985,2024-05-20
M000813,Lisa,Miller,F,1983-04-27,35-44,Millennial,0838555376,88538733-9361,4609,2021-03-24
M000814,Robert,Johnson,M,1980-03-24,45-54,Gen X,0826505688,28743541-5578,7077,2022-10-17
M000815,Lisa,Garcia,F,1965-11-07,55+,Gen X,0870762792,46643203-5029,5269,2023-04-15
M000816,Mary,Lopez,F,1997-04-16,25-34,Gen Z,0810274812,91709974-8807,70,2021-11-06
M000817,Karen,Lopez,F,1960-07-14,55+,Boomer,0862719526,82226781-2329,1270,2025-01-27
M000818,Lisa,Johnson,F,1983-09-05,35-44,Millennial,0890706579,58045348-7336,2903,2021-02-15
M000819,Patricia,Davis,F,2005-11-17,18-24,Gen Z,0812655050,47733231-6862,3137,2021-10-21
M000820,Margaret,Lopez,F,1991-11-15,25-34,Millennial,0876277877,58720925-1602,4599,2024-12-23
M000821,John,Brown,M,1965-08-30,55+,Gen X,0824890990,47224958-9197,8093,2022-09-07
M000822,Michael,Martinez,M,1998-02-07,25-34,Gen Z,0827103487,44846207-4734,8570,2023-04-28
M000823,Anthony,Hernandez,M,1971-05-09,45-54,Gen X,0843946491,85177493-8437,32,2024-11-22
M000824,William,Miller,M,1979-10-28,45-54,Gen X,0826336672,79564413-8644,8119,2023-09-25
M000825,Anthony,Brown,M,2002-10-20,18-24,Gen Z,0866379776,81458898-8354,5181,2021-07-07
M000826,Jennifer,Martinez,F,2004-11-15,18-24,Gen Z,0866884191,19991216-5095,3225,2022-06-10
M000827,Matthew,Hernandez,M,2000-02-26,25-34,Gen Z,0874420002,67975205-1393,9708,2023-05-08
M000828,Thomas,Brown,M,1985-02-16,35-44,Millennial,0854773484,79749603-4878,1194,2025-10-15
M000829,Matthew,Davis,M,1969-01-15,55+,Gen X,0821480272,18145263-1546,6183,2023-12-03
M000830,John,Wilson,M,1978-02-17,45-54,Gen X,0850462762,91971952-8075,1077,2021-11-02
M000831,Robert,Anderson,M,1981-08-23,35-44,Millennial,0822862118,92852868-7735,3819,2025-11-20
M000832,Thomas,Miller,M,1976-08-10,45-54,Gen X,0893243271,93111718-2659,5564,2021-08-17
M000833,Nancy,Brown,F,2000-01-19,25-34,Gen Z,0811649345,89883050-2106,9713,2022-10-05
M000834,Susan,Miller,F,1975-05-05,45-54,Gen X,0869676465,34954217-4983,2255,2021-01-05
M000835,Nancy,Miller,F,1973-04-19,45-54,Gen X,0858015538,51766978-9866,2385,2022-08-10
M000836,Elizabeth,Garcia,F,2005-06-18,18-24,Gen Z,0888710632,98271886-3369,939,2022-09-27
M000837,Richard,Garcia,M,1993-12-01,25-34,Millennial,0895973808,37012825-2120,5595,2022-11-16
M000838,Nancy,Lopez,F,1984-05-23,35-44,Millennial,0885980240,55051587-5909,6859,2023-03-04
M000839,Margaret,Smith,F,1974-11-26,45-54,Gen X,0810496212,95733862-4654,3772,2024-10-07
M000840,Thomas,Lopez,M,1984-09-04,35-44,Millennial,0837557095,63729043-4018,110,2023-01-03
M000841,Mary,Rodriguez,F,1998-12-30,25-34,Gen Z,0849000479,69110577-4185,9595,2023-01-01
M000842,James,Jones,M,1994-11-21,25-34,Millennial,0845164890,33392072-6567,9085,2022-03-07
M000843,David,Anderson,M,1990-01-22,35-44,Millennial,0812817734,28420515-7208,1818,2023-04-10
M000844,Patricia,Garcia,F,1982-04-12,35-44,Millennial,0832999523,80722909-8106,1071,2021-03-05
M000845,James,Rodriguez,M,1981-03-26,35-44,Millennial,0860231696,52674742-8037,4006,2021-10-19
M000846,Christopher,Jones,M,1996-09-26,25-34,Millennial,0843174817,17148298-5588,2071,2025-10-16
M000847,Anthony,Johnson,M,1975-04-13,45-54,Gen X,0892528662,18707112-3743,8333,2024-11-25
M000848,Sarah,Rodriguez,F,1976-12-16,45-54,Gen X,0853194369,60181152-9609,7918,2024-08-09
M000849,Lisa,Wilson,F,1968-04-21,55+,Gen X,0814912971,37809859-4596,3325,2024-04-13
M000850,Robert,Miller,M,1981-05-28,35-44,Millennial,0831100279,60211839-5170,9020,2021-03-25
M000851,Robert,Davis,M,1972-09-19,45-54,Gen X,0840893911,88378083-1674,7622,2025-10-11
M000852,Sarah,Davis,F,1978-08-20,45-54,Gen X,0859326617,76779099-6194,4473,2024-01-06
M000853,Patricia,Jones,F,1965-02-10,55+,Gen X,0858196637,21062025-5825,8220,2025-09-21
M000854,Mark,Jones,M,1992-01-23,25-34,Millennial,0825916596,19576257-6902,627,2025-04-11
M000855,Matthew,Garcia,M,1989-10-11,35-44,Millennial,0846838009,35587594-3258,8898,2023-01-25
M000856,Elizabeth,Anderson,F,1983-08-22,35-44,Millennial,0864459981,87840078-1194,7733,2025-03-28
M000857,Patricia,Brown,F,1992-07-14,25-34,Millennial,0841369795,79232906-8679,7559,2023-02-11
M000858,Richard,Wilson,M,1961-08-20,55+,Boomer,0838129989,68878740-8372,9149,2021-06-05
M000859,Robert,Lopez,M,2005-06-28,18-24,Gen Z,0898429098,57601987-6567,3694,2024-07-22
M000860,Margaret,Wilson,F,1961-06-19,55+,Boomer,0850216625,53765651-1380,9299,2021-03-05
M000861,Nancy,Hernandez,F,1967-05-13,55+,Gen X,0887024699,62463815-7247,3345,2024-02-18
M000862,Patricia,Davis,F,1999-09-25,25-34,Gen Z,0886439010,70604045-5991,1527,2022-02-22
M000863,John,Anderson,M,1961-05-17,55+,Boomer,0875580570,13602203-4058,3260,2021-07-10
M000864,James,Jones,M,1963-06-26,55+,Boomer,0819392480,71023927-1941,6039,2025-01-06
M000865,Jessica,Miller,F,1996-01-16,25-34,Millennial,0827332564,82001505-7855,7835,2021-07-28
M000866,David,Anderson,M,1992-10-06,25-34,Millennial,0868008992,99226958-8778,2601,2025-10-10
M000867,Christopher,Lopez,M,1962-07-30,55+,Boomer,0846969062,37072082-1121,2337,2024-02-27
M000868,Nancy,Wilson,F,1990-06-18,35-44,Millennial,0854143064,86400632-9043,7539,2024-10-02
M000869,Robert,Hernandez,M,1976-09-21,45-54,Gen X,0849922892,62491260-3869,6800,2022-03-20
M000870,Sarah,Miller,F,1963-12-18,55+,Boomer,0886318249,22822379-7447,715,2022-03-09
M000871,Lisa,Johnson,F,1961-11-30,55+,Boomer,0876234781,65200819-2986,6041,2021-02-17
M000872,Jessica,Davis,F,1995-11-04,25-34,Millennial,0837833011,77922837-1731,7572,2021-02-21
M000873,Jessica,Garcia,F,1980-12-07,45-54,Gen X,0863240727,15070029-1175,4105,2021-12-05
M000874,Lisa,Lopez,F,1976-07-12,45-54,Gen X,0871922288,19158638-2352,8985,2022-12-15
M000875,Thomas,Anderson,M,1988-12-22,35-44,Millennial,0832896080,12424794-2646,2903,2023-02-18
M000876,Linda,Johnson,F,1964-03-15,55+,Boomer,0846675298,30601948-8219,5866,2022-04-23
M000877,Matthew,Rodriguez,M,1992-07-30,25-34,Millennial,0816409704,95200126-9566,1684,2024-12-10
M000878,Mary,Martinez,F,2006-02-14,18-24,Gen Z,0860653170,37076822-5091,6138,2022-04-03
M000879,Richard,Smith,M,2005-09-19,18-24,Gen Z,0835790180,99784876-2035,3613,2021-11-06
M000880,John,Miller,M,1974-01-22,45-54,Gen X,0853908184,53309319-4105,3393,2025-07-14
M000881,James,Brown,M,1999-09-11,25-34,Gen Z,0853401695,33303091-1245,6588,2023-01-13
M000882,Thomas,Brown,M,2001-04-09,18-24,Gen Z,0847373949,97234140-7045,719,2021-04-14
M000883,Margaret,Martinez,F,1975-01-25,45-54,Gen X,0881965066,86397410-3809,4127,2021-10-11
M000884,Lisa,Wilson,F,1962-01-12,55+,Boomer,0854566533,33532534-6209,7899,2021-06-01
M000885,Jessica,Rodriguez,F,1965-11-21,55+,Gen X,0877567894,88848693-1217,3811,2021-10-25
M000886,Robert,Brown,M,1978-11-13,45-54,Gen X,0893183615,20655497-1981,2253,2023-08-10
M000887,David,Miller,M,1992-04-19,25-34,Millennial,0815087753,41952404-8270,5385,2022-05-11
M000888,Christopher,Wilson,M,1979-04-20,45-54,Gen X,0848715788,13180065-4752,5427,2023-04-07
M000889,Matthew,Brown,M,1962-03-30,55+,Boomer,0839855935,91612860-7250,8543,2023-03-15
M000890,Michael,Anderson,M,1975-02-11,45-54,Gen X,0835832275,16993664-3318,3345,2022-02-06
M000891,James,Rodriguez,M,2000-08-05,25-34,Gen Z,0872689644,51803852-3689,3236,2022-07-06
M000892,Robert,Jones,M,1969-08-02,55+,Gen X,0895309294,37031585-5454,7883,2021-06-13
M000893,Linda,Davis,F,1977-08-13,45-54,Gen X,0877819218,91791507-8101,2553,2024-01-25
M000894,Jessica,Anderson,F,2000-10-09,25-34,Gen Z,0889884158,82101452-3503,9057,2022-05-13
M000895,Elizabeth,Davis,F,1987-09-04,35-44,Millennial,0885449435,91339346-8878,1178,2023-03-23
M000896,Patricia,Williams,F,1994-03-11,25-34,Millennial,0811722586,77202790-7131,8051,2024-07-13
M000897,Jessica,Davis,F,1986-04-21,35-44,Millennial,0888961498,19560913-7697,636,2021-07-19
M000898,James,Wilson,M,1978-11-07,45-54,Gen X,0856785439,78398476-9005,6032,2021-11-13
M000899,Betty,Brown,F,1990-07-13,35-44,Millennial,0814631527,58508204-1462,2422,2023-10-15
M000900,Robert,Brown,M,1967-05-28,55+,Gen X,0898933292,31666421-1202,1912,2021-11-23
M000901,Jessica,Lopez,F,1969-02-06,55+,Gen X,0879596863,35343427-7929,2716,2024-05-23
M000902,Karen,Rodriguez,F,1963-09-07,55+,Boomer,0888662295,51336223-7743,1456,2021-11-19
M000903,Linda,Jones,F,1992-08-22,25-34,Millennial,0851352528,10861718-3759,8056,2021-02-03
M000904,Karen,Miller,F,1964-10-24,55+,Boomer,0867841075,32902142-3890,6138,2022-12-05
M000905,Thomas,Williams,M,1974-01-21,45-54,Gen X,0870486666,86113817-4482,3041,2022-01-24
M000906,Mark,Wilson,M,1993-11-01,25-34,Millennial,0864867187,69153839-2789,2721,2021-05-03
M000907,Jennifer,Jones,F,2001-09-17,18-24,Gen Z,0813981790,88604129-4846,7829,2024-11-25
M000908,John,Smith,M,1989-03-11,35-44,Millennial,0899298044,88174504-1685,1586,2022-09-26
M000909,Richard,Martinez,M,1972-11-02,45-54,Gen X,0875219904,73516094-6521,9902,2024-06-12
M000910,Susan,Anderson,F,1990-09-11,35-44,Millennial,0899265296,63481919-7200,937,2023-06-26
M000911,John,Davis,M,1961-08-28,55+,Boomer,0828637880,13446768-3013,8693,2023-12-25
M000912,William,Davis,M,1966-04-03,55+,Gen X,0898432853,73780187-9436,6768,2022-01-21
M000913,Mary,Hernandez,F,1983-02-21,35-44,Millennial,0853691252,69633763-4826,9941,2024-07-24
M000914,William,Miller,M,1975-04-15,45-54,Gen X,0823482938,61654839-5814,9947,2022-12-05
M000915,David,Davis,M,2000-10-08,25-34,Gen Z,0883651529,72653244-3753,7311,2021-08-22
M000916,James,Brown,M,1995-04-10,25-34,Millennial,0822003335,24155900-8125,478,2022-06-13
M000917,Patricia,Lopez,F,1989-04-08,35-44,Millennial,0873928214,26521948-3224,8757,2024-02-26
M000918,Patricia,Martinez,F,1968-02-15,55+,Gen X,0896434410,56066984-7176,6252,2025-07-26
M000919,James,Jones,M,1998-10-15,25-34,Gen Z,0821768256,24949509-2460,5574,2025-04-24
M000920,Daniel,Garcia,M,1997-10-03,25-34,Gen Z,0861028923,87432467-1027,5092,2021-10-18
M000921,Richard,Miller,M,1985-09-10,35-44,Millennial,0826952687,79759849-4639,1746,2024-01-18
M000922,Susan,Williams,F,1987-11-23,35-44,Millennial,0877086404,71174364-3415,9854,2023-03-24
M000923,Daniel,Garcia,M,1986-07-01,35-44,Millennial,0826571059,46702178-8836,3534,2024-05-23
M000924,Mary,Wilson,F,1984-12-27,35-44,Millennial,0838268009,40208616-1861,2933,2024-12-13
M000925,Lisa,Anderson,F,1996-03-01,25-34,Millennial,0883543652,62651678-6528,6921,2024-06-25
M000926,Jessica,Johnson,F,1972-10-25,45-54,Gen X,0847898265,36184828-9978,6451,2021-03-11
M000927,Anthony,Jones,M,1976-04-16,45-54,Gen X,0831970699,87464756-3253,7239,2024-05-05
M000928,James,Wilson,M,1993-04-14,25-34,Millennial,0811225745,58617120-2670,2418,2024-07-22
M000929,John,Johnson,M,1983-07-17,35-44,Millennial,0834109916,17042688-2922,8444,2023-10-14
M000930,Matthew,Lopez,M,1980-11-11,45-54,Gen X,0814562440,25945407-4946,6498,2024-05-23
M000931,Matthew,Lopez,M,1981-03-27,35-44,Millennial,0898384904,22027404-8596,6260,2023-11-21
M000932,Susan,Smith,F,1999-01-12,25-34,Gen Z,0821091349,26381483-9015,8351,2022-01-19
M000933,Elizabeth,Lopez,F,1999-05-13,25-34,Gen Z,0834306373,61534222-8932,7105,2023-10-05
M000934,William,Johnson,M,1960-06-19,55+,Boomer,0834815495,64402540-1323,6451,2025-09-26
M000935,Jennifer,Rodriguez,F,1968-06-17,55+,Gen X,0897469782,26654987-4399,1922,2022-10-23
M000936,John,Rodriguez,M,1977-10-08,45-54,Gen X,0826514861,15253706-3110,9422,2022-11-06
M000937,Christopher,Jones,M,2004-01-27,18-24,Gen Z,0826739248,77934076-5891,5956,2025-03-14
M000938,James,Jones,M,2003-06-19,18-24,Gen Z,0849379055,98470632-9750,7289,2022-10-16
M000939,Karen,Garcia,F,1967-06-18,55+,Gen X,0878530276,38164181-2622,732,2022-01-07
M000940,Robert,Anderson,M,1993-01-04,25-34,Millennial,0890818451,84097665-4539,9695,2023-05-05
M000941,Jennifer,Rodriguez,F,1989-11-01,35-44,Millennial,0861241954,97210510-3675,6554,2024-02-09
M000942,Betty,Williams,F,1971-12-05,45-54,Gen X,0819470140,94499213-5413,3156,2023-10-22
M000943,Richard,Anderson,M,1996-10-02,25-34,Millennial,0868200448,60860721-1424,9889,2022-02-09
M000944,Christopher,Johnson,M,1962-06-14,55+,Boomer,0864597257,18852915-6396,1457,2023-06-25
M000945,Linda,Anderson,F,1991-10-25,25-34,Millennial,0811323834,23146204-7179,3640,2024-02-26
M000946,David,Rodriguez,M,1986-05-18,35-44,Millennial,0875715496,22823236-9666,5716,2025-05-18
M000947,Nancy,Johnson,F,2002-12-14,18-24,Gen Z,0852680752,62286305-3960,5655,2025-09-20
M000948,Sarah,Martinez,F,1997-10-31,25-34,Gen Z,0811274728,78929583-3547,2070,2022-07-19
M000949,Mary,Lopez,F,1965-09-12,55+,Gen X,0843435196,91698732-7852,7500,2022-08-12
M000950,Karen,Jones,F,1988-08-07,35-44,Millennial,0879873032,40704198-6000,1424,2023-07-25
M000951,Jennifer,Hernandez,F,2001-01-31,25-34,Gen Z,0842217185,22567290-3705,9425,2021-02-24
M000952,Karen,Davis,F,2005-08-05,18-24,Gen Z,0878274190,28311107-8858,8156,2025-11-22
M000953,Richard,Smith,M,1966-12-13,55+,Gen X,0810978481,67039703-9754,5653,2022-12-22
M000954,Daniel,Davis,M,1995-04-02,25-34,Millennial,0880265183,40208193-3864,1230,2023-03-17
M000955,Mary,Miller,F,1974-09-05,45-54,Gen X,0832881970,60101289-2855,5537,2022-09-28
M000956,Robert,Jones,M,1975-10-19,45-54,Gen X,0845534249,38597227-1036,9319,2024-04-10
M000957,Thomas,Martinez,M,1975-02-17,45-54,Gen X,0857747160,10790690-8542,5382,2023-06-04
M000958,William,Lopez,M,1994-08-20,25-34,Millennial,0857584523,11189670-2660,7058,2024-04-03
M000959,Richard,Johnson,M,1975-03-15,45-54,Gen X,0830888358,98131849-5098,3704,2024-07-12
M000960,Susan,Miller,F,1994-06-12,25-34,Millennial,0846169218,24588794-8185,7198,2022-03-12
M000961,Mary,Garcia,F,1960-12-10,55+,Boomer,0824853291,35443261-5667,659,2022-07-14
M000962,Mary,Williams,F,1963-12-10,55+,Boomer,0874329883,99287389-5354,1946,2024-08-18
M000963,Margaret,Hernandez,F,1961-01-15,55+,Boomer,0853605688,63670451-9222,6370,2022-02-04
M000964,David,Williams,M,1983-07-03,35-44,Millennial,0811831931,41743155-1852,5605,2024-10-24
M000965,Richard,Davis,M,1987-10-22,35-44,Millennial,0875220319,21088383-8027,4059,2025-03-24
M000966,James,Jones,M,1998-10-29,25-34,Gen Z,0843199341,99433358-8031,3250,2024-12-26
M000967,Anthony,Lopez,M,1973-05-10,45-54,Gen X,0834318675,35322723-3436,3758,2021-03-13
M000968,Robert,Brown,M,1996-08-06,25-34,Millennial,0812370465,92740848-4270,1489,2021-07-14
M000969,Betty,Hernandez,F,1991-11-21,25-34,Millennial,0855121027,67186933-8851,1005,2025-07-21
M000970,Robert,Johnson,M,1988-09-09,35-44,Millennial,0847655580,57113712-7849,4046,2023-01-06
M000971,John,Smith,M,1963-10-08,55+,Boomer,0838451145,48294595-8734,4590,2025-02-14
M000972,Robert,Davis,M,1982-09-26,35-44,Millennial,0850850064,24969117-2587,223,2025-03-11
M000973,Betty,Wilson,F,1982-05-19,35-44,Millennial,0880982664,91163313-7088,3903,2023-04-19
M000974,Jennifer,Johnson,F,1997-04-24,25-34,Gen Z,0890776943,26153687-1672,9610,2022-04-23
M000975,Jennifer,Johnson,F,1971-05-07,45-54,Gen X,0856022986,50463479-8769,3309,2025-12-05
M000976,David,Brown,M,1979-06-09,45-54,Gen X,0843893399,85208373-6690,5996,2024-11-23
M000977,Richard,Johnson,M,1975-08-16,45-54,Gen X,0880298247,77628209-1358,2735,2025-05-23
M000978,Robert,Smith,M,1970-02-16,55+,Gen X,0835526992,63350718-9110,8723,2025-02-06
M000979,Margaret,Rodriguez,F,1981-06-02,35-44,Millennial,0862378052,63801036-5448,3390,2022-01-06
M000980,Daniel,Lopez,M,2005-06-21,18-24,Gen Z,0871128254,77621275-9602,4240,2023-04-10
M000981,Karen,Johnson,F,1995-11-19,25-34,Millennial,0816122001,81613988-4902,4781,2021-11-05
M000982,Linda,Jones,F,2002-04-17,18-24,Gen Z,0843421297,38182016-9758,1903,2021-11-12
M000983,Susan,Johnson,F,1960-06-13,55+,Boomer,0845438604,27933045-7690,4831,2023-01-21
M000984,William,Brown,M,1988-12-14,35-44,Millennial,0844358021,12098962-9804,9556,2021-12-24
M000985,Lisa,Jones,F,1965-04-30,55+,Gen X,0891113368,83937567-4377,7244,2022-06-09
M000986,Daniel,Hernandez,M,1980-12-27,45-54,Gen X,0869868610,41101353-8109,6039,2022-08-03
M000987,Linda,Davis,F,1994-12-13,25-34,Millennial,0835348349,86458200-9036,2955,2023-01-10
M000988,David,Anderson,M,1980-03-30,45-54,Gen X,0891580498,35212534-2137,2351,2021-07-08
M000989,Lisa,Miller,F,1999-06-16,25-34,Gen Z,0828426925,11582229-2633,6191,2024-01-04
M000990,Mark,Anderson,M,1965-02-26,55+,Gen X,0827740771,43332025-2369,4385,2022-11-20
M000991,Mark,Smith,M,1999-06-08,25-34,Gen Z,0855417925,21403835-4314,2281,2024-10-15
M000992,Robert,Garcia,M,1975-12-29,45-54,Gen X,0842723471,17499483-9905,4382,2025-02-01
M000993,Michael,Rodriguez,M,1988-01-22,35-44,Millennial,0878658060,65738565-3323,19,2022-01-08
M000994,Jessica,Williams,F,1983-04-15,35-44,Millennial,0848499846,40317689-7303,1841,2024-03-04
M000995,Michael,Jones,M,1984-02-05,35-44,Millennial,0892637421,54791783-2939,5906,2021-01-20
M000996,David,Miller,M,1972-09-28,45-54,Gen X,0890478491,34342463-7967,2461,2023-10-27
M000997,Susan,Johnson,F,1988-07-02,35-44,Millennial,0898816127,59541440-5348,1251,2021-03-25
M000998,William,Williams,M,1981-07-31,35-44,Millennial,0874214057,19034683-2854,9467,2024-12-09
M000999,Michael,Garcia,M,1997-12-09,25-34,Gen Z,0861676160,57326346-6231,8097,2024-08-23
