Member_ID,YEAR,YEAR_SORT,TotalSpend,TotalQty,TotalTxn,MaxSaleDate,FirstPurchaseDate,Point_Range,Total_point,GENDER,Generation,MOBILE_NO,FIRST_NAME,LAST_NAME,BIRTHDATE,UUID,Age_Range,Year_End,Mode_ProductCategory,Cumulative_TotalTxn,Active_Years_Count,Cumulative_Last_Txn,LAP_Days,Recency_Text
M000529,2021,2021,0.0,0.0,0.0,,2022-02-09,"2,001-5,000",4034,M,Boomer,836320002,Thomas,Miller,1964-06-01,85318641-9589,55+,2021-12-31,,0,0,,,Never Purchased
M000529,2022,2022,873.35,8.0,4.0,2022-12-17,2022-02-09,"2,001-5,000",4034,M,Boomer,836320002,Thomas,Miller,1964-06-01,85318641-9589,55+,2022-12-31,Merchandise,4,1,2022-12-17,14.0,Active
M000529,2023,2023,401.57,4.0,4.0,2023-12-10,2022-02-09,"2,001-5,000",4034,M,Boomer,836320002,Thomas,Miller,1964-06-01,85318641-9589,55+,2023-12-31,Merchandise,8,2,2023-12-10,21.0,Active
M000529,2024,2024,1440.34,5.0,5.0,2024-12-09,2022-02-09,"2,001-5,000",4034,M,Boomer,836320002,Thomas,Miller,1964-06-01,85318641-9589,55+,2024-12-31,Pastry,13,3,2024-12-09,22.0,Active
M000529,2025,2025,181.7,3.0,1.0,2025-03-14,2022-02-09,"2,001-5,000",4034,M,Boomer,836320002,Thomas,Miller,1964-06-01,85318641-9589,55+,2025-03-28,Dessert,14,4,2025-03-14,14.0,Active
M000530,2021,2021,0.0,0.0,0.0,,2023-04-11,"5,001+",5984,F,Gen X,825103503,Susan,Hernandez,1970-02-02,65510043-7939,55+,2021-12-31,,0,0,,,Never Purchased
M000530,2022,2022,0.0,0.0,0.0,,2023-04-11,"5,001+",5984,F,Gen X,825103503,Susan,Hernandez,1970-02-02,65510043-7939,55+,2022-12-31,,0,0,,,Never Purchased
M000530,2023,2023,1586.64,30.0,10.0,2023-12-26,2023-04-11,"5,001+",5984,F,Gen X,825103503,Susan,Hernandez,1970-02-02,65510043-7939,55+,2023-12-31,Sandwich,10,1,2023-12-26,5.0,Active
M000530,2024,2024,1347.27,24.0,12.0,2024-12-18,2023-04-11,"5,001+",5984,F,Gen X,825103503,Susan,Hernandez,1970-02-02,65510043-7939,55+,2024-12-31,Pastry,22,2,2024-12-18,13.0,Active
M000530,2025,2025,3583.8,19.0,19.0,2025-03-11,2023-04-11,"5,001+",5984,F,Gen X,825103503,Susan,Hernandez,1970-02-02,65510043-7939,55+,2025-03-28,Coffee,41,3,2025-03-11,17.0,Active
M000531,2021,2021,0.0,0.0,0.0,,2024-01-27,"2,001-5,000",2389,F,Gen Z,832717056,Nancy,Hernandez,2004-10-05,56938140-8245,18-24,2021-12-31,,0,0,,,Never Purchased
M000531,2022,2022,0.0,0.0,0.0,,2024-01-27,"2,001-5,000",2389,F,Gen Z,832717056,Nancy,Hernandez,2004-10-05,56938140-8245,18-24,2022-12-31,,0,0,,,Never Purchased
M000531,2023,2023,0.0,0.0,0.0,,2024-01-27,"2,001-5,000",2389,F,Gen Z,832717056,Nancy,Hernandez,2004-10-05,56938140-8245,18-24,2023-12-31,,0,0,,,Never Purchased
M000531,2024,2024,3318.88,26.0,13.0,2024-12-01,2024-01-27,"2,001-5,000",2389,F,Gen Z,832717056,Nancy,Hernandez,2004-10-05,56938140-8245,18-24,2024-12-31,Dessert,13,1,2024-12-01,30.0,Active
M000531,2025,2025,2500.8,36.0,12.0,2025-03-17,2024-01-27,"2,001-5,000",2389,F,Gen Z,832717056,Nancy,Hernandez,2004-10-05,56938140-8245,18-24,2025-03-28,Dessert,25,2,2025-03-17,11.0,Active
M000532,2021,2021,0.0,0.0,0.0,,2025-03-28,"2,001-5,000",3982,M,Millennial,821517819,James,Hernandez,1982-12-27,25082279-1893,35-44,2021-12-31,,0,0,,,Never Purchased
M000532,2022,2022,0.0,0.0,0.0,,2025-03-28,"2,001-5,000",3982,M,Millennial,821517819,James,Hernandez,1982-12-27,25082279-1893,35-44,2022-12-31,,0,0,,,Never Purchased
M000532,2023,2023,0.0,0.0,0.0,,2025-03-28,"2,001-5,000",3982,M,Millennial,821517819,James,Hernandez,1982-12-27,25082279-1893,35-44,2023-12-31,,0,0,,,Never Purchased
M000532,2024,2024,0.0,0.0,0.0,,2025-03-28,"2,001-5,000",3982,M,Millennial,821517819,James,Hernandez,1982-12-27,25082279-1893,35-44,2024-12-31,,0,0,,,Never Purchased
M000532,2025,2025,10521.59,78.0,39.0,2025-03-16,2025-03-28,"2,001-5,000",3982,M,Millennial,821517819,James,Hernandez,1982-12-27,25082279-1893,35-44,2025-03-28,Merchandise,39,1,2025-03-16,12.0,Active
M000533,2021,2021,0.0,0.0,0.0,,2023-04-24,201-500,372,F,Boomer,850952251,Mary,Garcia,1962-01-24,70406241-8719,55+,2021-12-31,,0,0,,,Never Purchased
M000533,2022,2022,0.0,0.0,0.0,,2023-04-24,201-500,372,F,Boomer,850952251,Mary,Garcia,1962-01-24,70406241-8719,55+,2022-12-31,,0,0,,,Never Purchased
M000533,2023,2023,4231.71,81.0,27.0,2023-12-20,2023-04-24,201-500,372,F,Boomer,850952251,Mary,Garcia,1962-01-24,70406241-8719,55+,2023-12-31,Beverage,27,1,2023-12-20,11.0,Active
M000533,2024,2024,5206.11,52.0,26.0,2024-12-27,2023-04-24,201-500,372,F,Boomer,850952251,Mary,Garcia,1962-01-24,70406241-8719,55+,2024-12-31,Beverage,53,2,2024-12-27,4.0,Active
M000533,2025,2025,3454.01,42.0,21.0,2025-03-26,2023-04-24,201-500,372,F,Boomer,850952251,Mary,Garcia,1962-01-24,70406241-8719,55+,2025-03-28,Dessert,74,3,2025-03-26,2.0,Active
M000534,2021,2021,0.0,0.0,0.0,,2024-10-22,201-500,301,M,Gen X,883658696,James,Rodriguez,1972-11-06,74830696-3315,45-54,2021-12-31,,0,0,,,Never Purchased
M000534,2022,2022,0.0,0.0,0.0,,2024-10-22,201-500,301,M,Gen X,883658696,James,Rodriguez,1972-11-06,74830696-3315,45-54,2022-12-31,,0,0,,,Never Purchased
M000534,2023,2023,0.0,0.0,0.0,,2024-10-22,201-500,301,M,Gen X,883658696,James,Rodriguez,1972-11-06,74830696-3315,45-54,2023-12-31,,0,0,,,Never Purchased
M000534,2024,2024,1202.53,5.0,5.0,2024-12-26,2024-10-22,201-500,301,M,Gen X,883658696,James,Rodriguez,1972-11-06,74830696-3315,45-54,2024-12-31,Dessert,5,1,2024-12-26,5.0,Active
M000534,2025,2025,1062.99,18.0,6.0,2025-03-15,2024-10-22,201-500,301,M,Gen X,883658696,James,Rodriguez,1972-11-06,74830696-3315,45-54,2025-03-28,Pastry,11,2,2025-03-15,13.0,Active
M000535,2021,2021,0.0,0.0,0.0,,2024-11-01,"501-1,000",869,M,Gen Z,836936968,Robert,Williams,2002-10-17,92941828-5444,18-24,2021-12-31,,0,0,,,Never Purchased
M000535,2022,2022,0.0,0.0,0.0,,2024-11-01,"501-1,000",869,M,Gen Z,836936968,Robert,Williams,2002-10-17,92941828-5444,18-24,2022-12-31,,0,0,,,Never Purchased
M000535,2023,2023,0.0,0.0,0.0,,2024-11-01,"501-1,000",869,M,Gen Z,836936968,Robert,Williams,2002-10-17,92941828-5444,18-24,2023-12-31,,0,0,,,Never Purchased
M000535,2024,2024,3254.04,42.0,14.0,2024-12-21,2024-11-01,"501-1,000",869,M,Gen Z,836936968,Robert,Williams,2002-10-17,92941828-5444,18-24,2024-12-31,Beverage,14,1,2024-12-21,10.0,Active
M000535,2025,2025,2833.65,36.0,18.0,2025-03-19,2024-11-01,"501-1,000",869,M,Gen Z,836936968,Robert,Williams,2002-10-17,92941828-5444,18-24,2025-03-28,Dessert,32,2,2025-03-19,9.0,Active
M000536,2021,2021,0.0,0.0,0.0,,2023-11-13,201-500,312,M,Millennial,898597172,Richard,Hernandez,1988-04-09,58347794-2767,35-44,2021-12-31,,0,0,,,Never Purchased
M000536,2022,2022,0.0,0.0,0.0,,2023-11-13,201-500,312,M,Millennial,898597172,Richard,Hernandez,1988-04-09,58347794-2767,35-44,2022-12-31,,0,0,,,Never Purchased
M000536,2023,2023,1514.81,56.0,28.0,2023-12-23,2023-11-13,201-500,312,M,Millennial,898597172,Richard,Hernandez,1988-04-09,58347794-2767,35-44,2023-12-31,Coffee,28,1,2023-12-23,8.0,Active
M000536,2024,2024,2611.43,141.0,47.0,2024-12-28,2023-11-13,201-500,312,M,Millennial,898597172,Richard,Hernandez,1988-04-09,58347794-2767,35-44,2024-12-31,Beverage,75,2,2024-12-28,3.0,Active
M000536,2025,2025,4516.74,44.0,22.0,2025-03-03,2023-11-13,201-500,312,M,Millennial,898597172,Richard,Hernandez,1988-04-09,58347794-2767,35-44,2025-03-28,Coffee,97,3,2025-03-03,25.0,Active
M000537,2021,2021,0.0,0.0,0.0,,2022-04-17,"1,001-2,000",1442,M,Boomer,852339783,Richard,Rodriguez,1961-01-30,75050252-9709,55+,2021-12-31,,0,0,,,Never Purchased
M000537,2022,2022,0.0,0.0,0.0,,2022-04-17,"1,001-2,000",1442,M,Boomer,852339783,Richard,Rodriguez,1961-01-30,75050252-9709,55+,2022-12-31,,0,0,,,Never Purchased
M000537,2023,2023,3963.2,42.0,14.0,2023-12-15,2022-04-17,"1,001-2,000",1442,M,Boomer,852339783,Richard,Rodriguez,1961-01-30,75050252-9709,55+,2023-12-31,Coffee,14,1,2023-12-15,16.0,Active
M000537,2024,2024,2630.03,34.0,17.0,2024-12-24,2022-04-17,"1,001-2,000",1442,M,Boomer,852339783,Richard,Rodriguez,1961-01-30,75050252-9709,55+,2024-12-31,Sandwich,31,2,2024-12-24,7.0,Active
M000537,2025,2025,0.0,0.0,0.0,,2022-04-17,"1,001-2,000",1442,M,Boomer,852339783,Richard,Rodriguez,1961-01-30,75050252-9709,55+,2025-03-28,,31,2,2024-12-24,94.0,At Risk
M000538,2021,2021,0.0,0.0,0.0,,2024-07-24,"5,001+",5465,F,Gen Z,843204410,Karen,Lopez,2005-02-18,81056927-5995,18-24,2021-12-31,,0,0,,,Never Purchased
M000538,2022,2022,0.0,0.0,0.0,,2024-07-24,"5,001+",5465,F,Gen Z,843204410,Karen,Lopez,2005-02-18,81056927-5995,18-24,2022-12-31,,0,0,,,Never Purchased
M000538,2023,2023,0.0,0.0,0.0,,2024-07-24,"5,001+",5465,F,Gen Z,843204410,Karen,Lopez,2005-02-18,81056927-5995,18-24,2023-12-31,,0,0,,,Never Purchased
M000538,2024,2024,1429.6,10.0,5.0,2024-12-22,2024-07-24,"5,001+",5465,F,Gen Z,843204410,Karen,Lopez,2005-02-18,81056927-5995,18-24,2024-12-31,Coffee,5,1,2024-12-22,9.0,Active
M000538,2025,2025,572.23,6.0,3.0,2025-03-24,2024-07-24,"5,001+",5465,F,Gen Z,843204410,Karen,Lopez,2005-02-18,81056927-5995,18-24,2025-03-28,Merchandise,8,2,2025-03-24,4.0,Active
M000539,2021,2021,0.0,0.0,0.0,,2025-05-26,"2,001-5,000",3869,M,Boomer,857698045,John,Garcia,1962-09-22,93917080-5953,55+,2021-12-31,,0,0,,,Never Purchased
M000539,2022,2022,0.0,0.0,0.0,,2025-05-26,"2,001-5,000",3869,M,Boomer,857698045,John,Garcia,1962-09-22,93917080-5953,55+,2022-12-31,,0,0,,,Never Purchased
M000539,2023,2023,0.0,0.0,0.0,,2025-05-26,"2,001-5,000",3869,M,Boomer,857698045,John,Garcia,1962-09-22,93917080-5953,55+,2023-12-31,,0,0,,,Never Purchased
M000539,2024,2024,0.0,0.0,0.0,,2025-05-26,"2,001-5,000",3869,M,Boomer,857698045,John,Garcia,1962-09-22,93917080-5953,55+,2024-12-31,,0,0,,,Never Purchased
M000539,2025,2025,713.1,21.0,7.0,2025-03-12,2025-05-26,"2,001-5,000",3869,M,Boomer,857698045,John,Garcia,1962-09-22,93917080-5953,55+,2025-03-28,Dessert,7,1,2025-03-12,16.0,Active
M000540,2021,2021,0.0,0.0,0.0,,2023-07-22,"2,001-5,000",2485,M,Millennial,884482698,Matthew,Jones,1982-03-01,47606981-4695,35-44,2021-12-31,,0,0,,,Never Purchased
M000540,2022,2022,0.0,0.0,0.0,,2023-07-22,"2,001-5,000",2485,M,Millennial,884482698,Matthew,Jones,1982-03-01,47606981-4695,35-44,2022-12-31,,0,0,,,Never Purchased
M000540,2023,2023,717.12,12.0,4.0,2023-12-01,2023-07-22,"2,001-5,000",2485,M,Millennial,884482698,Matthew,Jones,1982-03-01,47606981-4695,35-44,2023-12-31,Sandwich,4,1,2023-12-01,30.0,Active
M000540,2024,2024,133.78,3.0,1.0,2024-12-14,2023-07-22,"2,001-5,000",2485,M,Millennial,884482698,Matthew,Jones,1982-03-01,47606981-4695,35-44,2024-12-31,Beverage,5,2,2024-12-14,17.0,Active
M000540,2025,2025,855.59,5.0,5.0,2025-03-10,2023-07-22,"2,001-5,000",2485,M,Millennial,884482698,Matthew,Jones,1982-03-01,47606981-4695,35-44,2025-03-28,Coffee,10,3,2025-03-10,18.0,Active
M000541,2021,2021,0.0,0.0,0.0,,2022-10-05,"5,001+",6837,M,Millennial,892201431,Michael,Lopez,1981-06-23,93956490-4726,35-44,2021-12-31,,0,0,,,Never Purchased
M000541,2022,2022,11562.61,126.0,42.0,2022-12-06,2022-10-05,"5,001+",6837,M,Millennial,892201431,Michael,Lopez,1981-06-23,93956490-4726,35-44,2022-12-31,Dessert,42,1,2022-12-06,25.0,Active
M000541,2023,2023,6449.27,105.0,35.0,2023-12-06,2022-10-05,"5,001+",6837,M,Millennial,892201431,Michael,Lopez,1981-06-23,93956490-4726,35-44,2023-12-31,Sandwich,77,2,2023-12-06,25.0,Active
M000541,2024,2024,6664.05,46.0,23.0,2024-12-28,2022-10-05,"5,001+",6837,M,Millennial,892201431,Michael,Lopez,1981-06-23,93956490-4726,35-44,2024-12-31,Pastry,100,3,2024-12-28,3.0,Active
M000541,2025,2025,12446.36,141.0,47.0,2025-03-18,2022-10-05,"5,001+",6837,M,Millennial,892201431,Michael,Lopez,1981-06-23,93956490-4726,35-44,2025-03-28,Sandwich,147,4,2025-03-18,10.0,Active
M000542,2021,2021,0.0,0.0,0.0,,2025-09-22,"2,001-5,000",2270,F,Millennial,882777382,Elizabeth,Martinez,1984-07-29,27686156-4387,35-44,2021-12-31,,0,0,,,Never Purchased
M000542,2022,2022,0.0,0.0,0.0,,2025-09-22,"2,001-5,000",2270,F,Millennial,882777382,Elizabeth,Martinez,1984-07-29,27686156-4387,35-44,2022-12-31,,0,0,,,Never Purchased
M000542,2023,2023,0.0,0.0,0.0,,2025-09-22,"2,001-5,000",2270,F,Millennial,882777382,Elizabeth,Martinez,1984-07-29,27686156-4387,35-44,2023-12-31,,0,0,,,Never Purchased
M000542,2024,2024,0.0,0.0,0.0,,2025-09-22,"2,001-5,000",2270,F,Millennial,882777382,Elizabeth,Martinez,1984-07-29,27686156-4387,35-44,2024-12-31,,0,0,,,Never Purchased
M000542,2025,2025,1889.14,16.0,8.0,2025-03-25,2025-09-22,"2,001-5,000",2270,F,Millennial,882777382,Elizabeth,Martinez,1984-07-29,27686156-4387,35-44,2025-03-28,Beverage,8,1,2025-03-25,3.0,Active
M000543,2021,2021,0.0,0.0,0.0,,2025-03-11,"2,001-5,000",2378,M,Boomer,880303981,David,Jones,1961-03-25,28153282-8046,55+,2021-12-31,,0,0,,,Never Purchased
M000543,2022,2022,0.0,0.0,0.0,,2025-03-11,"2,001-5,000",2378,M,Boomer,880303981,David,Jones,1961-03-25,28153282-8046,55+,2022-12-31,,0,0,,,Never Purchased
M000543,2023,2023,0.0,0.0,0.0,,2025-03-11,"2,001-5,000",2378,M,Boomer,880303981,David,Jones,1961-03-25,28153282-8046,55+,2023-12-31,,0,0,,,Never Purchased
M000543,2024,2024,0.0,0.0,0.0,,2025-03-11,"2,001-5,000",2378,M,Boomer,880303981,David,Jones,1961-03-25,28153282-8046,55+,2024-12-31,,0,0,,,Never Purchased
M000543,2025,2025,894.54,9.0,3.0,2025-03-03,2025-03-11,"2,001-5,000",2378,M,Boomer,880303981,David,Jones,1961-03-25,28153282-8046,55+,2025-03-28,Merchandise,3,1,2025-03-03,25.0,Active
M000544,2021,2021,0.0,0.0,0.0,,2024-07-10,"5,001+",5221,M,Gen Z,852627226,Christopher,Rodriguez,1998-12-08,29531743-1483,25-34,2021-12-31,,0,0,,,Never Purchased
M000544,2022,2022,0.0,0.0,0.0,,2024-07-10,"5,001+",5221,M,Gen Z,852627226,Christopher,Rodriguez,1998-12-08,29531743-1483,25-34,2022-12-31,,0,0,,,Never Purchased
M000544,2023,2023,0.0,0.0,0.0,,2024-07-10,"5,001+",5221,M,Gen Z,852627226,Christopher,Rodriguez,1998-12-08,29531743-1483,25-34,2023-12-31,,0,0,,,Never Purchased
M000544,2024,2024,1270.24,18.0,6.0,2024-12-19,2024-07-10,"5,001+",5221,M,Gen Z,852627226,Christopher,Rodriguez,1998-12-08,29531743-1483,25-34,2024-12-31,Pastry,6,1,2024-12-19,12.0,Active
M000544,2025,2025,2136.34,24.0,8.0,2025-03-22,2024-07-10,"5,001+",5221,M,Gen Z,852627226,Christopher,Rodriguez,1998-12-08,29531743-1483,25-34,2025-03-28,Beverage,14,2,2025-03-22,6.0,Active
M000545,2021,2021,0.0,0.0,0.0,,2022-01-25,"2,001-5,000",2155,F,Gen X,830395330,Betty,Anderson,1965-10-31,35224021-2749,55+,2021-12-31,,0,0,,,Never Purchased
M000545,2022,2022,946.65,18.0,9.0,2022-12-24,2022-01-25,"2,001-5,000",2155,F,Gen X,830395330,Betty,Anderson,1965-10-31,35224021-2749,55+,2022-12-31,Coffee,9,1,2022-12-24,7.0,Active
M000545,2023,2023,1123.91,12.0,6.0,2023-12-13,2022-01-25,"2,001-5,000",2155,F,Gen X,830395330,Betty,Anderson,1965-10-31,35224021-2749,55+,2023-12-31,Dessert,15,2,2023-12-13,18.0,Active
M000545,2024,2024,918.89,27.0,9.0,2024-12-25,2022-01-25,"2,001-5,000",2155,F,Gen X,830395330,Betty,Anderson,1965-10-31,35224021-2749,55+,2024-12-31,Sandwich,24,3,2024-12-25,6.0,Active
M000545,2025,2025,781.72,18.0,9.0,2025-03-28,2022-01-25,"2,001-5,000",2155,F,Gen X,830395330,Betty,Anderson,1965-10-31,35224021-2749,55+,2025-03-28,Merchandise,33,4,2025-03-28,0.0,Active
M000546,2021,2021,0.0,0.0,0.0,,2023-02-23,201-500,427,F,Gen X,890042177,Nancy,Martinez,1966-11-22,41163012-4783,55+,2021-12-31,,0,0,,,Never Purchased
M000546,2022,2022,0.0,0.0,0.0,,2023-02-23,201-500,427,F,Gen X,890042177,Nancy,Martinez,1966-11-22,41163012-4783,55+,2022-12-31,,0,0,,,Never Purchased
M000546,2023,2023,1008.08,21.0,7.0,2023-12-16,2023-02-23,201-500,427,F,Gen X,890042177,Nancy,Martinez,1966-11-22,41163012-4783,55+,2023-12-31,Coffee,7,1,2023-12-16,15.0,Active
M000546,2024,2024,1229.91,16.0,8.0,2024-12-02,2023-02-23,201-500,427,F,Gen X,890042177,Nancy,Martinez,1966-11-22,41163012-4783,55+,2024-12-31,Pastry,15,2,2024-12-02,29.0,Active
M000546,2025,2025,756.07,12.0,6.0,2025-03-10,2023-02-23,201-500,427,F,Gen X,890042177,Nancy,Martinez,1966-11-22,41163012-4783,55+,2025-03-28,Pastry,21,3,2025-03-10,18.0,Active
M000547,2021,2021,0.0,0.0,0.0,,2024-08-05,"5,001+",6348,F,Gen X,897183615,Linda,Rodriguez,1967-07-23,60191981-4014,55+,2021-12-31,,0,0,,,Never Purchased
M000547,2022,2022,0.0,0.0,0.0,,2024-08-05,"5,001+",6348,F,Gen X,897183615,Linda,Rodriguez,1967-07-23,60191981-4014,55+,2022-12-31,,0,0,,,Never Purchased
M000547,2023,2023,0.0,0.0,0.0,,2024-08-05,"5,001+",6348,F,Gen X,897183615,Linda,Rodriguez,1967-07-23,60191981-4014,55+,2023-12-31,,0,0,,,Never Purchased
M000547,2024,2024,531.5,6.0,3.0,2024-12-20,2024-08-05,"5,001+",6348,F,Gen X,897183615,Linda,Rodriguez,1967-07-23,60191981-4014,55+,2024-12-31,Beverage,3,1,2024-12-20,11.0,Active
M000547,2025,2025,152.48,2.0,2.0,2025-03-03,2024-08-05,"5,001+",6348,F,Gen X,897183615,Linda,Rodriguez,1967-07-23,60191981-4014,55+,2025-03-28,Merchandise,5,2,2025-03-03,25.0,Active
M000548,2021,2021,0.0,0.0,0.0,,2022-04-03,"2,001-5,000",3646,M,Gen Z,812015179,James,Brown,2003-08-14,46219821-7767,18-24,2021-12-31,,0,0,,,Never Purchased
M000548,2022,2022,856.18,6.0,6.0,2022-12-22,2022-04-03,"2,001-5,000",3646,M,Gen Z,812015179,James,Brown,2003-08-14,46219821-7767,18-24,2022-12-31,Beverage,6,1,2022-12-22,9.0,Active
M000548,2023,2023,0.0,0.0,0.0,,2022-04-03,"2,001-5,000",3646,M,Gen Z,812015179,James,Brown,2003-08-14,46219821-7767,18-24,2023-12-31,,6,1,2022-12-22,374.0,Dormant
M000548,2024,2024,1353.49,10.0,5.0,2024-12-27,2022-04-03,"2,001-5,000",3646,M,Gen Z,812015179,James,Brown,2003-08-14,46219821-7767,18-24,2024-12-31,Coffee,11,2,2024-12-27,4.0,Active
M000548,2025,2025,1866.18,14.0,7.0,2025-03-15,2022-04-03,"2,001-5,000",3646,M,Gen Z,812015179,James,Brown,2003-08-14,46219821-7767,18-24,2025-03-28,Beverage,18,3,2025-03-15,13.0,Active
M000549,2021,2021,0.0,0.0,0.0,,2024-01-20,"5,001+",7005,M,Gen X,853606752,Thomas,Anderson,1966-07-13,71410640-5043,55+,2021-12-31,,0,0,,,Never Purchased
M000549,2022,2022,0.0,0.0,0.0,,2024-01-20,"5,001+",7005,M,Gen X,853606752,Thomas,Anderson,1966-07-13,71410640-5043,55+,2022-12-31,,0,0,,,Never Purchased
M000549,2023,2023,0.0,0.0,0.0,,2024-01-20,"5,001+",7005,M,Gen X,853606752,Thomas,Anderson,1966-07-13,71410640-5043,55+,2023-12-31,,0,0,,,Never Purchased
M000549,2024,2024,920.21,18.0,6.0,2024-12-05,2024-01-20,"5,001+",7005,M,Gen X,853606752,Thomas,Anderson,1966-07-13,71410640-5043,55+,2024-12-31,Beverage,6,1,2024-12-05,26.0,Active
M000549,2025,2025,1476.37,16.0,8.0,2025-03-23,2024-01-20,"5,001+",7005,M,Gen X,853606752,Thomas,Anderson,1966-07-13,71410640-5043,55+,2025-03-28,Coffee,14,2,2025-03-23,5.0,Active
M000550,2021,2021,3097.73,54.0,18.0,2021-12-16,2021-09-04,"5,001+",8605,F,Gen X,886763742,Betty,Garcia,1980-05-07,89699265-9784,45-54,2021-12-31,Sandwich,18,1,2021-12-16,15.0,Active
M000550,2022,2022,1772.31,45.0,15.0,2022-12-10,2021-09-04,"5,001+",8605,F,Gen X,886763742,Betty,Garcia,1980-05-07,89699265-9784,45-54,2022-12-31,Merchandise,33,2,2022-12-10,21.0,Active
M000550,2023,2023,3195.02,42.0,14.0,2023-12-05,2021-09-04,"5,001+",8605,F,Gen X,886763742,Betty,Garcia,1980-05-07,89699265-9784,45-54,2023-12-31,Dessert,47,3,2023-12-05,26.0,Active
M000550,2024,2024,3087.19,26.0,13.0,2024-12-26,2021-09-04,"5,001+",8605,F,Gen X,886763742,Betty,Garcia,1980-05-07,89699265-9784,45-54,2024-12-31,Sandwich,60,4,2024-12-26,5.0,Active
M000550,2025,2025,1690.5,10.0,10.0,2025-03-15,2021-09-04,"5,001+",8605,F,Gen X,886763742,Betty,Garcia,1980-05-07,89699265-9784,45-54,2025-03-28,Beverage,70,5,2025-03-15,13.0,Active
M000551,2021,2021,0.0,0.0,0.0,,2025-07-17,"501-1,000",643,F,Gen Z,879619091,Sarah,Anderson,2003-11-06,82191574-7481,18-24,2021-12-31,,0,0,,,Never Purchased
M000551,2022,2022,0.0,0.0,0.0,,2025-07-17,"501-1,000",643,F,Gen Z,879619091,Sarah,Anderson,2003-11-06,82191574-7481,18-24,2022-12-31,,0,0,,,Never Purchased
M000551,2023,2023,0.0,0.0,0.0,,2025-07-17,"501-1,000",643,F,Gen Z,879619091,Sarah,Anderson,2003-11-06,82191574-7481,18-24,2023-12-31,,0,0,,,Never Purchased
M000551,2024,2024,0.0,0.0,0.0,,2025-07-17,"501-1,000",643,F,Gen Z,879619091,Sarah,Anderson,2003-11-06,82191574-7481,18-24,2024-12-31,,0,0,,,Never Purchased
M000551,2025,2025,813.99,7.0,7.0,2025-03-05,2025-07-17,"501-1,000",643,F,Gen Z,879619091,Sarah,Anderson,2003-11-06,82191574-7481,18-24,2025-03-28,Coffee,7,1,2025-03-05,23.0,Active
M000552,2021,2021,0.0,0.0,0.0,,2024-05-20,"2,001-5,000",2727,M,Gen X,850876565,James,Jones,1977-08-26,48374806-8558,45-54,2021-12-31,,0,0,,,Never Purchased
M000552,2022,2022,0.0,0.0,0.0,,2024-05-20,"2,001-5,000",2727,M,Gen X,850876565,James,Jones,1977-08-26,48374806-8558,45-54,2022-12-31,,0,0,,,Never Purchased
M000552,2023,2023,0.0,0.0,0.0,,2024-05-20,"2,001-5,000",2727,M,Gen X,850876565,James,Jones,1977-08-26,48374806-8558,45-54,2023-12-31,,0,0,,,Never Purchased
M000552,2024,2024,2835.8,34.0,17.0,2024-12-03,2024-05-20,"2,001-5,000",2727,M,Gen X,850876565,James,Jones,1977-08-26,48374806-8558,45-54,2024-12-31,Sandwich,17,1,2024-12-03,28.0,Active
M000552,2025,2025,1867.68,15.0,15.0,2025-03-03,2024-05-20,"2,001-5,000",2727,M,Gen X,850876565,James,Jones,1977-08-26,48374806-8558,45-54,2025-03-28,Sandwich,32,2,2025-03-03,25.0,Active
M000553,2021,2021,1465.43,18.0,6.0,2021-12-02,2021-03-25,"5,001+",8202,M,Millennial,896718276,Anthony,Rodriguez,1996-07-18,70625891-2481,25-34,2021-12-31,Dessert,6,1,2021-12-02,29.0,Active
M000553,2022,2022,1147.03,15.0,5.0,2022-12-19,2021-03-25,"5,001+",8202,M,Millennial,896718276,Anthony,Rodriguez,1996-07-18,70625891-2481,25-34,2022-12-31,Sandwich,11,2,2022-12-19,12.0,Active
M000553,2023,2023,1196.86,16.0,8.0,2023-12-24,2021-03-25,"5,001+",8202,M,Millennial,896718276,Anthony,Rodriguez,1996-07-18,70625891-2481,25-34,2023-12-31,Dessert,19,3,2023-12-24,7.0,Active
M000553,2024,2024,0.0,0.0,0.0,,2021-03-25,"5,001+",8202,M,Millennial,896718276,Anthony,Rodriguez,1996-07-18,70625891-2481,25-34,2024-12-31,,19,3,2023-12-24,373.0,Dormant
M000553,2025,2025,1269.33,7.0,7.0,2025-03-26,2021-03-25,"5,001+",8202,M,Millennial,896718276,Anthony,Rodriguez,1996-07-18,70625891-2481,25-34,2025-03-28,Sandwich,26,4,2025-03-26,2.0,Active
M000554,2021,2021,0.0,0.0,0.0,,2022-08-03,"5,001+",9671,M,Millennial,813343647,Richard,Miller,1985-07-28,34008676-8433,35-44,2021-12-31,,0,0,,,Never Purchased
M000554,2022,2022,892.0,16.0,8.0,2022-12-06,2022-08-03,"5,001+",9671,M,Millennial,813343647,Richard,Miller,1985-07-28,34008676-8433,35-44,2022-12-31,Pastry,8,1,2022-12-06,25.0,Active
M000554,2023,2023,944.76,12.0,6.0,2023-12-02,2022-08-03,"5,001+",9671,M,Millennial,813343647,Richard,Miller,1985-07-28,34008676-8433,35-44,2023-12-31,Merchandise,14,2,2023-12-02,29.0,Active
